prolific_id,rt,block_type,fam_trial,background,deviant,block_id,exp
6080e857302e6ac524abd6cd,5900,deviant,1,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,2,experiment139
61229c4b73dfef475196e2cd,250,all_background,3,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,3,experiment139
5f1669cf3136a01c1bdac33a,496,all_background,9,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,5,experiment139
5f73427f244c770277ba2a5d,2439,deviant,9,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,4,experiment139
602bbb43cfca8a33d87378c7,8309,deviant,1,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,4,experiment139
5ba85b3a46de410001ecf951,9874,deviant,3,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,3,experiment139
645399862870885f462d4aff,153,all_background,3,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,1,experiment139
5d11ece877c94600195c452a,1318,deviant,9,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,2,experiment139
610392e34a7b8ed05fe9ba56,2070,deviant,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,6,experiment139
613f9cb855a596a57d785da9,2592,all_background,9,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,3,experiment139
5d430fdf871f1700017b2a81,1136,all_background,1,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,1,experiment139
5f3b3d16d2664625fcfa73aa,7373,all_background,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment139
57e0128d73e67300012b8085,9746,deviant,9,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,2,experiment139
5ed2994518f6bd211a146df2,2664,all_background,9,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,4,experiment139
60801c084f4234dd058263c6,1056,all_background,3,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,6,experiment139
5ee8b6dbac5fa1054ebd60a7,3668,deviant,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,6,experiment139
6171b1bc917dfe828a3130dd,3608,all_background,3,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,5,experiment139
648ab6df753c56d19b3b85e3,2560,all_background,3,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,1,experiment139
5d11ece877c94600195c452a,2248,deviant,1,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,3,experiment139
5f1669cf3136a01c1bdac33a,5268,deviant,1,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,6,experiment139
615c2b8cd3a992e14730ada3,166,deviant,3,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,4,experiment139
5e67a7d13413ff01776d1ed8,2735,all_background,3,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,5,experiment139
5f7f5e8b8a10ca0f5fffd9f9,10814,deviant,9,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,6,experiment139
6080e857302e6ac524abd6cd,6359,all_background,1,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,3,experiment139
613f9cb855a596a57d785da9,2745,deviant,1,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,4,experiment139
64415f13c31cd10261715b38,8806,all_background,1,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,1,experiment139
65241c1860abc06eaec296df,6600,deviant,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,1,experiment139
5d8d03a1704e2300160ec8a6,1504,all_background,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,1,experiment139
611023befc2052d878c7f50c,1040,all_background,9,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
5f359a0aa0b9125a3c6b8fff,1023,deviant,3,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,3,experiment139
60267ea2c1e12331ce6a3f21,1121,all_background,3,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,1,experiment139
5ed2994518f6bd211a146df2,2520,deviant,1,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,5,experiment139
5d11ece877c94600195c452a,1140,all_background,1,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,4,experiment139
5dcaca406f3f1679d7a65c67,878,all_background,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,1,experiment139
645399862870885f462d4aff,409,deviant,3,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,2,experiment139
63d1669890385864068c055c,4192,deviant,9,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,2,experiment139
605f1eea7eb8742db822d63e,3864,deviant,9,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,2,experiment139
60617c7346cd805e5bfc8893,1599,all_background,3,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,2,experiment139
613f9cb855a596a57d785da9,1995,all_background,1,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,5,experiment139
615c2b8cd3a992e14730ada3,177,deviant,1,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,5,experiment139
613867f34e206e4f573bc6ef,2746,deviant,9,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,1,experiment139
5bb34283c5888d000149402f,2713,all_background,9,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,3,experiment139
5b8133ba0d65aa00014d5e1f,7812,all_background,9,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,1,experiment139
60c7c5db21c408397f9ee0fc,6285,deviant,9,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,4,experiment139
5fda3d6ef9e8cb63fa4d0c04,7189,all_background,3,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,1,experiment139
614a65127dcd9777f0707cf4,361,all_background,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,5,experiment139
611023befc2052d878c7f50c,2358,all_background,1,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,3,experiment139
5c840aedbad8fb000106cb44,1565,deviant,9,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
650902e959501e5c4c7f7f8d,7308,deviant,1,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,5,experiment139
613fde0b34b0cbed4c9250ad,592,deviant,9,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,5,experiment139
5d553414092f860001ceb313,1216,all_background,1,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,1,experiment139
5dcaca406f3f1679d7a65c67,580,deviant,1,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,2,experiment139
5ed2994518f6bd211a146df2,2303,all_background,1,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,6,experiment139
646bd5f01b9bf627d190c292,3750,all_background,9,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,5,experiment139
5fad264fdb48fd3b7878aea7,801,all_background,9,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,2,experiment139
61229c4b73dfef475196e2cd,1668,all_background,9,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,4,experiment139
6080e857302e6ac524abd6cd,9829,deviant,3,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,4,experiment139
5d11ece877c94600195c452a,916,deviant,3,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,5,experiment139
5bb34283c5888d000149402f,3537,all_background,1,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,4,experiment139
5ba8fbf313a4e900017039a3,1931,deviant,9,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,5,experiment139
57a4e76dbaec1b000169924a,10594,deviant,9,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,1,experiment139
63d1669890385864068c055c,5561,all_background,1,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,3,experiment139
6511e38ac9a0d7cb63342f27,4945,all_background,3,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,1,experiment139
6000e629a8f991222be27b07,3526,all_background,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,4,experiment139
57e0128d73e67300012b8085,4973,all_background,1,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment139
62b2476fc924f1a048bd412b,3526,all_background,9,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,1,experiment139
5c840aedbad8fb000106cb44,1031,all_background,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment139
60617c7346cd805e5bfc8893,6644,deviant,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
5b8133ba0d65aa00014d5e1f,6072,all_background,1,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,2,experiment139
5dfbefa35777b591c3999842,10491,deviant,9,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,6,experiment139
5f3b3d16d2664625fcfa73aa,2165,all_background,9,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,4,experiment139
64415f13c31cd10261715b38,6822,deviant,3,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,2,experiment139
5d8d03a1704e2300160ec8a6,5090,deviant,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment139
6171b1bc917dfe828a3130dd,1651,all_background,9,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,6,experiment139
5ba85b3a46de410001ecf951,9292,all_background,9,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,4,experiment139
60bc487bce7d279e68557d21,1779,all_background,9,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,1,experiment139
5d430fdf871f1700017b2a81,1051,deviant,9,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,2,experiment139
5f57fd0328b04b3489d452e9,10803,all_background,9,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,1,experiment139
63d1669890385864068c055c,3379,deviant,1,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,4,experiment139
613fde0b34b0cbed4c9250ad,610,all_background,3,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,6,experiment139
5d553414092f860001ceb313,2780,all_background,3,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
5e1829a4388ec910efd56602,2813,all_background,9,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,2,experiment139
648ab6df753c56d19b3b85e3,1032,deviant,9,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,2,experiment139
5fad264fdb48fd3b7878aea7,6357,deviant,1,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,3,experiment139
61353c933f32fef782432cc7,1380,deviant,3,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,1,experiment139
5bea07369907dd00013bd93d,2368,all_background,1,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,1,experiment139
646cbcc06f047d69e56fb3a6,5110,deviant,1,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,1,experiment139
5e67a7d13413ff01776d1ed8,4764,deviant,9,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,6,experiment139
613867f34e206e4f573bc6ef,1950,all_background,3,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,2,experiment139
5bb34283c5888d000149402f,1271,all_background,3,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,5,experiment139
6080e857302e6ac524abd6cd,2716,all_background,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,5,experiment139
5f359a0aa0b9125a3c6b8fff,550,all_background,9,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,4,experiment139
57a4e76dbaec1b000169924a,2020,all_background,1,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,2,experiment139
5ba8fbf313a4e900017039a3,2503,all_background,3,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,6,experiment139
5c840aedbad8fb000106cb44,4100,all_background,3,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,4,experiment139
6511e38ac9a0d7cb63342f27,7180,deviant,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,2,experiment139
5f06adcc64da4e018096b019,1099,all_background,3,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,1,experiment139
65241c1860abc06eaec296df,4370,deviant,9,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,2,experiment139
5f0c002c47848351fd023d3d,5786,deviant,1,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,1,experiment139
62b2476fc924f1a048bd412b,2665,all_background,3,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,2,experiment139
57e0128d73e67300012b8085,6064,deviant,3,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,5,experiment139
60267ea2c1e12331ce6a3f21,284,all_background,9,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,2,experiment139
615c2b8cd3a992e14730ada3,89,deviant,9,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,6,experiment139
609337515bc9469811c3486c,5328,deviant,3,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,1,experiment139
5d430fdf871f1700017b2a81,1952,deviant,1,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,3,experiment139
605f1eea7eb8742db822d63e,1598,all_background,9,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,3,experiment139
645399862870885f462d4aff,638,all_background,9,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,3,experiment139
613867f34e206e4f573bc6ef,1769,all_background,1,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment139
648ab6df753c56d19b3b85e3,1019,all_background,1,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,3,experiment139
60c7c5db21c408397f9ee0fc,135,all_background,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,5,experiment139
63d1669890385864068c055c,1429,all_background,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,5,experiment139
5f3b3d16d2664625fcfa73aa,4703,deviant,3,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,5,experiment139
60bc487bce7d279e68557d21,2962,deviant,1,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,2,experiment139
5f359a0aa0b9125a3c6b8fff,309,all_background,3,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,5,experiment139
605f1eea7eb8742db822d63e,1189,deviant,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,4,experiment139
5bea07369907dd00013bd93d,626,all_background,3,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
60267ea2c1e12331ce6a3f21,3757,all_background,1,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,3,experiment139
65241c1860abc06eaec296df,3103,all_background,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
5ec840b8011f373089f7dd80,3226,all_background,1,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,2,experiment139
5dcaca406f3f1679d7a65c67,1365,all_background,9,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,3,experiment139
60ad28c6d838565067ab1b6c,8467,deviant,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,1,experiment139
611023befc2052d878c7f50c,7277,deviant,9,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,4,experiment139
61229c4b73dfef475196e2cd,540,deviant,9,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,5,experiment139
5f4813b2b7e5b32a618caf42,3001,deviant,1,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,1,experiment139
5f0c002c47848351fd023d3d,7182,all_background,1,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,2,experiment139
5f359a0aa0b9125a3c6b8fff,181,all_background,1,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,6,experiment139
5b8133ba0d65aa00014d5e1f,7699,all_background,3,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,3,experiment139
5d11ece877c94600195c452a,4906,all_background,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,6,experiment139
57a4e76dbaec1b000169924a,7951,deviant,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,3,experiment139
605f1eea7eb8742db822d63e,1109,all_background,1,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,5,experiment139
5f06adcc64da4e018096b019,4748,deviant,3,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,2,experiment139
60c7c5db21c408397f9ee0fc,2137,deviant,3,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,6,experiment139
61141453a04a618cbce285f6,8162,all_background,3,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,1,experiment139
5f3ccceaac7ac7b57eb048c8,9308,deviant,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,2,experiment139
63d1669890385864068c055c,2611,deviant,3,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,6,experiment139
5f3b3d16d2664625fcfa73aa,1464,all_background,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,6,experiment139
5dcaca406f3f1679d7a65c67,639,all_background,1,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,4,experiment139
613867f34e206e4f573bc6ef,2903,deviant,3,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,4,experiment139
6047d6d0d417c506acaed635,4611,deviant,1,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,1,experiment139
648ab6df753c56d19b3b85e3,1376,deviant,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,4,experiment139
62b2476fc924f1a048bd412b,9061,deviant,3,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,3,experiment139
5c840aedbad8fb000106cb44,512,deviant,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,5,experiment139
60617c7346cd805e5bfc8893,7106,deviant,9,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,4,experiment139
60bc487bce7d279e68557d21,5322,all_background,1,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment139
5d8d03a1704e2300160ec8a6,1975,all_background,9,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,3,experiment139
5d553414092f860001ceb313,3222,all_background,9,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,3,experiment139
611023befc2052d878c7f50c,1197,all_background,3,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,5,experiment139
5f57fd0328b04b3489d452e9,1585,deviant,1,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,3,experiment139
612b47fce0d4f1a36ff8a758,6242,deviant,9,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,1,experiment139
61353c933f32fef782432cc7,1971,all_background,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,2,experiment139
6080e857302e6ac524abd6cd,3260,deviant,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,6,experiment139
605f1eea7eb8742db822d63e,906,all_background,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,6,experiment139
5ec840b8011f373089f7dd80,3404,deviant,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
61141453a04a618cbce285f6,1791,all_background,1,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
5bea07369907dd00013bd93d,6301,deviant,3,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,3,experiment139
5e1829a4388ec910efd56602,4603,deviant,9,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,3,experiment139
6522d7796cfef17c92a62206,6486,all_background,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,1,experiment139
6047d6d0d417c506acaed635,657,all_background,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,2,experiment139
60267ea2c1e12331ce6a3f21,7805,deviant,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,4,experiment139
5d8d03a1704e2300160ec8a6,1104,all_background,1,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,4,experiment139
613867f34e206e4f573bc6ef,6375,deviant,1,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,5,experiment139
57e0128d73e67300012b8085,1481,all_background,9,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,6,experiment139
62b2476fc924f1a048bd412b,3155,all_background,1,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,4,experiment139
5f3ccceaac7ac7b57eb048c8,5403,all_background,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
646cbcc06f047d69e56fb3a6,6147,deviant,9,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment139
645399862870885f462d4aff,1724,deviant,9,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,4,experiment139
61353c933f32fef782432cc7,3059,all_background,1,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,3,experiment139
609337515bc9469811c3486c,2548,deviant,9,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,2,experiment139
5fda3d6ef9e8cb63fa4d0c04,869,all_background,9,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,2,experiment139
5d553414092f860001ceb313,1841,deviant,3,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment139
611023befc2052d878c7f50c,837,deviant,3,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,6,experiment139
65241c1860abc06eaec296df,2197,all_background,3,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,5,experiment139
5d430fdf871f1700017b2a81,788,all_background,9,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,4,experiment139
5e1829a4388ec910efd56602,7166,all_background,1,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,4,experiment139
645399862870885f462d4aff,1150,deviant,1,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,5,experiment139
5f57fd0328b04b3489d452e9,849,all_background,3,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,4,experiment139
5f47cf4a3f1a490e43c58008,5210,deviant,3,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,1,experiment139
5bea07369907dd00013bd93d,7273,deviant,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,4,experiment139
62b2476fc924f1a048bd412b,5842,deviant,1,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,5,experiment139
612cd2f05da3662ad2de5b36,5137,all_background,9,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_left_2.gif,1,experiment139
64415f13c31cd10261715b38,6798,all_background,9,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,3,experiment139
609337515bc9469811c3486c,1014,all_background,1,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,3,experiment139
6034b8c81319ee685c7beeaf,39,all_background,3,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_left_2.gif,1,experiment139
5d553414092f860001ceb313,2141,deviant,1,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,5,experiment139
612b47fce0d4f1a36ff8a758,6476,deviant,3,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,2,experiment139
57a4e76dbaec1b000169924a,2135,all_background,9,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,4,experiment139
649da3ed50af5df3e264fe9d,1324,all_background,9,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,2,experiment139
645399862870885f462d4aff,177,all_background,1,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,6,experiment139
5bb20ae1ec73cb00011d60e8,2161,all_background,3,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,1,experiment139
